TNG_ID,REDSHIFT,SERSIC_IDX,HALFMASSRAD,SERSIC_LUM,AXIS_RATIO,MASS_STAR,MASS_GAS,MASS_DM,MASS_ALL,SFR,SLOPE_GAS,SLOPE_STAR,SLOPE_DM,SLOPE_ALL,INTERCEPT_GAS,INTERCEPT_STAR,INTERCEPT_DM,INTERCEPT_ALL,HMR_STAR,SPS_LUM,MLR
224098,0.1,4.10695263,11.5358615,106013891895,0.7398208995,36.5894,157.081,1503.7,1697.5,0.11999,-1.279420938,-3.038650115,-1.642065573,-1.885407846,4.817689362,6.371700787,6.93597373,7.067164872,12.1253,139423263163,3.875108244
389227,0.1,3.116344879,8.024892875,19686821342,0.5807303249,6.96339,7.81991,265.652,280.458,0.0133215,-0.4492207018,-3.058983071,-1.862891366,-2.004853917,4.300890221,6.144603137,6.893489423,6.979330497,8.3813,26040698836,3.947654911
389227,0.1,3.332039351,7.34418396,20555604515,0.5548939508,6.96339,7.81991,265.652,280.458,0.0133215,-0.4492207018,-3.058983071,-1.862891366,-2.004853917,4.300890221,6.144603137,6.893489423,6.979330497,8.3813,26040698836,3.947654911
389227,0.1,3.213430324,8.231233381,20254085361,0.8845622267,6.96339,7.81991,265.652,280.458,0.0133215,-0.4492207018,-3.058983071,-1.862891366,-2.004853917,4.300890221,6.144603137,6.893489423,6.979330497,8.3813,26040698836,3.947654911
407358,0.1,5.115692933,4.239661685,16382728519,0.6655623985,4.37179,9.83908,165.193,179.422,0.034916,-0.565748229,-3.111484362,-1.970928711,-2.210202332,4.81510295,6.889264798,7.36044942,7.507352581,4.0229,17454590500,3.697470462
407358,0.1,7.37746397,4.839369318,16626451334,0.8519008709,4.37179,9.83908,165.193,179.422,0.034916,-0.565748229,-3.111484362,-1.970928711,-2.210202332,4.81510295,6.889264798,7.36044942,7.507352581,4.0229,17454590500,3.697470462
407358,0.1,6.594622186,4.492924481,15865267158,0.772420529,4.37179,9.83908,165.193,179.422,0.034916,-0.565748229,-3.111484362,-1.970928711,-2.210202332,4.81510295,6.889264798,7.36044942,7.507352581,4.0229,17454590500,3.697470462
307349,0.1,3.304167409,15.67139059,50572940470,0.7718008125,15.9495,43.1838,529.493,588.661,0.547659,-0.4791439143,-2.801674351,-1.700300917,-1.86191843,4.743571782,6.025185659,6.683158331,6.790772642,11.8403,64216427115,3.667551701
307349,0.1,2.14544621,14.52864651,46448470909,0.5756214571,15.9495,43.1838,529.493,588.661,0.547659,-0.4791439143,-2.801674351,-1.700300917,-1.86191843,4.743571782,6.025185659,6.683158331,6.790772642,11.8403,64216427115,3.667551701
307349,0.1,2.332306674,16.29392958,48813576624,0.6362629284,15.9495,43.1838,529.493,588.661,0.547659,-0.4791439143,-2.801674351,-1.700300917,-1.86191843,4.743571782,6.025185659,6.683158331,6.790772642,11.8403,64216427115,3.667551701
400015,0.1,7.733710106,5.933920028,25727714032,0.7310263573,7.49546,6.12559,205.523,219.174,0.288555,0.4802685045,-3.013446489,-1.805020016,-2.100622353,4.611592327,6.958101124,7.343528673,7.521217932,4.5374,27856253747,3.972196227
400015,0.1,5.489191686,3.904307511,23351822846,0.4984397996,7.49546,6.12559,205.523,219.174,0.288555,0.4802685045,-3.013446489,-1.805020016,-2.100622353,4.611592327,6.958101124,7.343528673,7.521217932,4.5374,27856253747,3.972196227
400015,0.1,7.740373301,6.079181648,26696609958,0.7394678677,7.49546,6.12559,205.523,219.174,0.288555,0.4802685045,-3.013446489,-1.805020016,-2.100622353,4.611592327,6.958101124,7.343528673,7.521217932,4.5374,27856253747,3.972196227
340022,0.1,3.745582794,7.227229163,34817101293,0.8465842014,11.8653,29.1604,438.588,479.655,0.104015,0.1208189239,-3.060893621,-1.712506094,-1.962568243,4.509212548,6.57986166,7.089337232,7.231928135,7.0496,44494821228,3.936688193
340022,0.1,3.305032461,7.333511392,34084744302,0.7401152833,11.8653,29.1604,438.588,479.655,0.104015,0.1208189239,-3.060893621,-1.712506094,-1.962568243,4.509212548,6.57986166,7.089337232,7.231928135,7.0496,44494821228,3.936688193
340022,0.1,4.463036438,7.778084855,34866209573,0.8458872242,11.8653,29.1604,438.588,479.655,0.104015,0.1208189239,-3.060893621,-1.712506094,-1.962568243,4.509212548,6.57986166,7.089337232,7.231928135,7.0496,44494821228,3.936688193
306563,0.1,4.203698767,3.561171524,20361680634,0.5941745959,5.64291,16.6975,273.156,295.514,0.0217975,-0.5871204559,-3.208849097,-1.857096646,-2.249763204,5.056763256,7.289730657,7.551693773,7.774421112,3.3501,22313135628,3.734313896
306563,0.1,3.869651633,3.654635895,17626462005,0.421412495,5.64291,16.6975,273.156,295.514,0.0217975,-0.5871204559,-3.208849097,-1.857096646,-2.249763204,5.056763256,7.289730657,7.551693773,7.774421112,3.3501,22313135628,3.734313896
306563,0.1,4.804067697,3.527192491,19748581412,0.5801362713,5.64291,16.6975,273.156,295.514,0.0217975,-0.5871204559,-3.208849097,-1.857096646,-2.249763204,5.056763256,7.289730657,7.551693773,7.774421112,3.3501,22313135628,3.734313896
