PROJECTION,TNG_ID,REDSHIFT,SERSIC_IDX,HALFLIGHT_RAD,AXIS_RATIO,LOS_SIGMA,SPS_MASS_STAR,MASS_GAS,MASS_DM,MASS_ALL,MASS_ALL_HMR,HMRAD_STAR,SPS_LUM,MLR,SFR,SLOPE_GAS,SLOPE_STAR,SLOPE_DM,SLOPE_ALL,INTERCEPT_GAS,INTERCEPT_STAR,INTERCEPT_DM,INTERCEPT_ALL,HALFLIGHT_BRIGHTNESS,SERSIC_MASS_STAR,MASS_DM_HMR,MASS_SMBH,TNG_MASS_STAR_HALFLIGHT_RAD,TNG_MASS_STAR_TWO_HALFLIGHT_RAD,LUM_HALFLIGHT_RAD,LUM_TWO_HALFLIGHT_RAD,MASS_STAR_HALFLIGHT_RAD,MASS_STAR_TWO_HALFLIGHT_RAD,SPS_LUM_ONE_HALFLIGHT_RAD,SPS_LUM_TWO_HALFLIGHT_RAD
0,488668,0.07,2.592860116,0.454112986,0.5782740312,2.126026208,10.74472953,0.50084467,12.00782105,12.04395375,10.76553037,0.7703474006,10.20139657,3.494080908,0.06895761937,-1.655823543,3.138261272,1.884258911,2.176535421,4.177063333,6.950128238,7.274395705,7.468682692,6.218252616,10.79116745,2.023814,0.01101908,10.20804119,10.46119053,9.946805325,10.11253856,10.49013828,10.65587152,9.695950696,9.94551901
1,488668,0.07,2.09844364,0.5907635605,0.867286263,2.01582079,10.74472953,0.50084467,12.00782105,12.04395375,10.76553037,0.7703474006,10.20139657,3.494080908,0.06895761937,-1.655823543,3.138261272,1.884258911,2.176535421,4.177063333,6.950128238,7.274395705,7.468682692,5.938704898,10.74175769,2.023814,0.01101908,10.33613935,10.5526675,9.897396763,10.07668215,10.44072972,10.62001511,9.695950696,9.94551901
2,488668,0.07,2.206104175,0.5900094722,0.6849147998,2.03866134,10.74472953,0.50084467,12.00782105,12.04395375,10.76553037,0.7703474006,10.20139657,3.494080908,0.06895761937,-1.655823543,3.138261272,1.884258911,2.176535421,4.177063333,6.950128238,7.274395705,7.468682692,5.952159742,10.76385733,2.023814,0.01101908,10.33570998,10.55215146,9.919496018,10.09552813,10.46282898,10.63886108,9.695950696,9.94551901
2,480446,0.02,4.272543407,0.5628487084,0.667010382,2.091087033,10.70997073,0.5837262036,12.16393102,12.1911637,10.72296609,0.6434186396,10.23744657,2.968411866,0.3903159201,-0.6298935949,3.106324186,1.959196624,2.263638943,4.59280876,7.134526252,7.48749224,7.67318652,5.940039688,10.76344954,1.673451,0.0149200335,10.40913071,10.54241356,9.989895492,10.12609824,10.46241965,10.5986224,9.787782675,9.945238225
0,326322,0.01,4.211844182,1.08705592,0.8169949298,2.161875,11.21908082,1.828903355,12.91569009,12.96207218,11.4813201,1.216703747,10.62734951,3.905991657,1.623680711,0.2740941565,2.82715119,1.627890879,1.800437738,4.775974102,6.035832092,6.670877458,6.78618962,5.360581592,11.34860852,11.820832,0.03485297,11.03925281,11.18595427,10.45584733,10.59284302,11.04757864,11.18457433,10.4446763,10.58774017
1,326322,0.01,2.215628198,0.9718529364,0.5644996426,2.249626742,11.21908082,1.828903355,12.91569009,12.96207218,11.4813201,1.216703747,10.62734951,3.905991657,1.623680711,0.2740941565,2.82715119,1.627890879,1.800437738,4.775974102,6.035832092,6.670877458,6.78618962,5.64687414,11.27153286,11.820832,0.03485297,10.97819737,11.13176784,10.37877316,10.55452649,10.97050447,11.1462578,10.4446763,10.58774017
2,326322,0.01,3.453163427,1.018403476,0.6478349355,2.225251964,11.21908082,1.828903355,12.91569009,12.96207218,11.4813201,1.216703747,10.62734951,3.905991657,1.623680711,0.2740941565,2.82715119,1.627890879,1.800437738,4.775974102,6.035832092,6.670877458,6.78618962,5.52700475,11.33618714,11.820832,0.03485297,11.00352727,11.15348919,10.44342608,10.59176037,11.03515739,11.18349168,10.4446763,10.58774017
0,283471,0.01,2.327354198,1.050209003,0.6884021859,2.318669583,11.44389117,2.123184986,13.18641009,13.23298394,11.70040728,1.242111925,10.79742903,4.43059591,0.2897319496,0.7615177299,3.001843017,1.620619553,1.815295753,4.795824965,6.175019313,6.831433361,6.942207069,5.667865685,11.51398771,19.896877,0.10925639,11.20890945,11.37211346,10.56649688,10.73908202,11.21295903,11.38554416,10.55786904,10.73284503
1,283471,0.01,2.870478164,1.055985442,0.7912326493,2.288901173,11.44389117,2.123184986,13.18641009,13.23298394,11.70040728,1.242111925,10.79742903,4.43059591,0.2897319496,0.7615177299,3.001843017,1.620619553,1.815295753,4.795824965,6.175019313,6.831433361,6.942207069,5.644176943,11.54491486,19.896877,0.10925639,11.21239433,11.37518014,10.59742327,10.75684597,11.24388541,11.40330811,10.55786904,10.73284503
2,283471,0.01,2.617088092,1.021201646,0.7731762225,2.33360758,11.44389117,2.123184986,13.18641009,13.23298394,11.70040728,1.242111925,10.79742903,4.43059591,0.2897319496,0.7615177299,3.001843017,1.620619553,1.815295753,4.795824965,6.175019313,6.831433361,6.942207069,5.720224339,11.53235627,19.896877,0.10925639,11.19201272,11.3562997,10.58486493,10.75001532,11.23132707,11.39647746,10.55786904,10.73284503
0,354986,0,13.72583133,0.7228464109,0.6349184444,2.088917241,10.89626171,1.725183636,12.80120964,12.84249422,10.91145168,0.6968792249,10.21784392,4.768895403,0.0003778059909,1.250775696,3.289992437,1.726391029,2.149344794,4.824608814,7.117634042,7.447327936,7.656309821,5.558053677,11.15588893,2.1203785,0.041138846,10.70499237,10.79635455,10.17644114,10.2589971,10.85485894,10.9374149,9.990936493,10.09739998
2,354986,0,11.74376599,0.672308443,0.5440114885,2.135479631,10.89626171,1.725183636,12.80120964,12.84249422,10.91145168,0.6968792249,10.21784392,4.768895403,0.0003778059909,1.250775696,3.289992437,1.726391029,2.149344794,4.824608814,7.117634042,7.447327936,7.656309821,5.615997522,11.07926322,2.1203785,0.041138846,10.68666682,10.78398566,10.09981543,10.18831357,10.77823322,10.86673137,9.990936493,10.09739998
0,460028,0.02,5.762802154,0.4922365894,0.6431955141,2.067406995,10.77261422,0.5870598638,12.30691594,12.32821927,10.77016224,0.6596971848,10.14875463,4.205906255,0.004367874004,-1.071029213,3.060393297,1.812765401,2.154281673,3.772477816,7.161775284,7.495553688,7.688659256,5.966473707,10.86312924,1.8367515,0.020521278,10.4033056,10.56333402,9.938239688,10.05861575,10.56209928,10.68247533,9.736469141,9.913593163
1,460028,0.02,4.344882406,0.4473868706,0.7139049363,2.174821387,10.77261422,0.5870598638,12.30691594,12.32821927,10.77016224,0.6596971848,10.14875463,4.205906255,0.004367874004,-1.071029213,3.060393297,1.812765401,2.154281673,3.772477816,7.161775284,7.495553688,7.688659256,6.018324495,10.76567336,1.8367515,0.020521278,10.37083228,10.54383034,9.840783875,9.976060362,10.46464346,10.59991995,9.736469141,9.913593163
2,460028,0.02,6.372643228,0.5485654951,0.8224193394,2.032842171,10.77261422,0.5870598638,12.30691594,12.32821927,10.77016224,0.6596971848,10.14875463,4.205906255,0.004367874004,-1.071029213,3.060393297,1.812765401,2.154281673,3.772477816,7.161775284,7.495553688,7.688659256,5.843704648,10.87435699,1.8367515,0.020521278,10.43999571,10.58649083,9.94946743,10.06484889,10.57332702,10.68870848,9.736469141,9.913593163
0,361571,0.1,7.152499697,0.7251473244,0.6220785104,2.11076603,10.85762908,1.611487943,12.59952194,12.65032261,10.90676234,0.851600289,10.29396006,3.661584161,0.5658562779,0.8780312691,3.143480771,1.832167056,2.131428468,5.494378186,6.79921772,7.161587692,7.352385354,5.671682,11.01985763,2.5844958,0.016114756,10.57321234,10.72837777,10.15515862,10.2650098,10.71882764,10.82867882,9.982707288,10.14354386
1,361571,0.1,6.98780617,0.803706699,0.6267617628,2.039484769,10.85762908,1.611487943,12.59952194,12.65032261,10.90676234,0.851600289,10.29396006,3.661584161,0.5658562779,0.8780312691,3.143480771,1.832167056,2.131428468,5.494378186,6.79921772,7.161587692,7.352385354,5.531386513,11.03172231,2.5844958,0.016114756,10.62143449,10.7562209,10.16702331,10.27797307,10.73069233,10.84164209,9.982707288,10.14354386
2,361571,0.1,7.828992885,0.7226686261,0.7751463722,2.101037972,10.85762908,1.611487943,12.59952194,12.65032261,10.90676234,0.851600289,10.29396006,3.661584161,0.5658562779,0.8780312691,3.143480771,1.832167056,2.131428468,5.494378186,6.79921772,7.161587692,7.352385354,5.685263803,11.04773983,2.5844958,0.016114756,10.57123475,10.7273923,10.18304082,10.28871256,10.74670984,10.85238158,9.982707288,10.14354386
0,373091,0.02,9.991751414,0.741083263,0.832088358,2.16495652,10.99825669,1.38894667,12.6507268,12.68492225,11.08157919,0.8159935107,10.35305537,4.417751897,0.1906095445,-0.484763667,3.120731531,1.848532948,2.133002362,4.230585751,6.918686403,7.3518644,7.513756602,5.66314525,11.19611318,4.034483,0.03595536,10.75221919,10.87728014,10.24988186,10.34491828,10.89508319,10.9901196,10.07318664,10.21373127
1,373091,0.02,9.156966459,0.7192472536,0.6194571011,2.214784971,10.99825669,1.38894667,12.6507268,12.68492225,11.08157919,0.8159935107,10.35305537,4.417751897,0.1906095445,-0.484763667,3.120731531,1.848532948,2.133002362,4.230585751,6.918686403,7.3518644,7.513756602,5.708396337,11.17902355,4.034483,0.03595536,10.74212538,10.8697744,10.23279223,10.33152556,10.87799355,10.97672688,10.07318664,10.21373127
2,373091,0.02,10.86218487,0.7333148117,0.8365882663,2.192300181,10.99825669,1.38894667,12.6507268,12.68492225,11.08157919,0.8159935107,10.35305537,4.417751897,0.1906095445,-0.484763667,3.120731531,1.848532948,2.133002362,4.230585751,6.918686403,7.3518644,7.513756602,5.687672996,11.22299901,4.034483,0.03595536,10.7489002,10.87464413,10.2767677,10.36837446,10.92196902,11.01357578,10.07318664,10.21373127
0,424803,0,2.999559513,0.8318752837,0.6119403772,2.129581293,10.90320511,0.895640937,12.51830016,12.54180669,11.21307185,1.066224271,10.30299229,3.983022995,0,1.17435762,2.913191501,1.846723881,1.98305462,4.353726968,6.096583367,6.845951978,6.92971388,5.538472496,10.95383506,7.485533,0.03007674,10.59172198,10.75289737,10.0525927,10.2093311,10.65280552,10.80954391,9.95705801,10.14059173
1,424803,0,2.023452417,0.9098924477,0.7253870329,2.051479293,10.90320511,0.895640937,12.51830016,12.54180669,11.21307185,1.066224271,10.30299229,3.983022995,0,1.17435762,2.913191501,1.846723881,1.98305462,4.353726968,6.096583367,6.845951978,6.92971388,5.400991077,10.89181979,7.485533,0.03007674,10.63321533,10.79136775,9.990579345,10.17224828,10.59079216,10.77246109,9.95705801,10.14059173
2,424803,0,2.641126991,0.7947813619,0.8018783976,2.215059489,10.90320511,0.895640937,12.51830016,12.54180669,11.21307185,1.066224271,10.30299229,3.983022995,0,1.17435762,2.913191501,1.846723881,1.98305462,4.353726968,6.096583367,6.845951978,6.92971388,5.584057096,10.89897841,7.485533,0.03007674,10.57085925,10.73319805,9.997736369,10.16231489,10.59794918,10.7625277,9.95705801,10.14059173
0,320302,0.03,2.088352281,0.839765943,0.6621497961,2.271841429,11.18219454,1.789125606,12.98736326,13.02177599,11.31245108,0.9966678338,10.55518817,4.236491787,0.5287260413,-0.7992833635,2.840515892,1.590555456,1.779116792,4.696136721,6.531806072,7.177564906,7.290198407,5.706123623,11.08987827,7.59322,0.048512954,10.90422904,11.02830794,10.16184398,10.34144429,10.78885035,10.96845066,10.27534266,10.41244328
1,320302,0.03,2.192653013,0.8136951474,0.5288632271,2.284785166,11.18219454,1.789125606,12.98736326,13.02177599,11.31245108,0.9966678338,10.55518817,4.236491787,0.5287260413,-0.7992833635,2.840515892,1.590555456,1.779116792,4.696136721,6.531806072,7.177564906,7.290198407,5.748564133,11.09006348,7.59322,0.048512954,10.89307921,11.01789867,10.16202879,10.33845706,10.78903516,10.96546343,10.27534266,10.41244328
2,320302,0.03,2.542588571,0.9901007588,0.7872031315,2.093602469,11.18219454,1.789125606,12.98736326,13.02177599,11.31245108,0.9966678338,10.55518817,4.236491787,0.5287260413,-0.7992833635,2.840515892,1.590555456,1.779116792,4.696136721,6.531806072,7.177564906,7.290198407,5.368592287,11.09313747,7.59322,0.048512954,10.96856394,11.0836837,10.165102,10.33206592,10.79210837,10.95907229,10.27534266,10.41244328
0,493372,0.06,2.522088068,0.4388566459,0.5581095201,2.12078107,10.74390377,0.4776825525,12.00541399,12.04104579,10.76685852,0.7665190543,10.20179777,3.484223503,0.04771418124,-0.5914658561,3.166143887,1.871312548,2.17197508,4.627086695,6.948066643,7.270316561,7.4674231,6.245886939,10.78138326,2.0389812,0.011020172,10.1859971,10.44910044,9.938248187,10.10572245,10.48035419,10.64782845,9.678546876,9.928812393
1,493372,0.06,2.51510267,0.6087681331,0.8788824684,2.02308968,10.74390377,0.4776825525,12.00541399,12.04104579,10.76685852,0.7665190543,10.20179777,3.484223503,0.04771418124,-0.5914658561,3.166143887,1.871312548,2.17197508,4.627086695,6.948066643,7.270316561,7.4674231,5.900595388,10.77534605,2.0389812,0.011020172,10.3529637,10.56323098,9.932210995,10.09986029,10.474317,10.6419663,9.678546876,9.928812393
2,493372,0.06,2.22882143,0.5879226979,0.7197023293,2.038046149,10.74390377,0.4776825525,12.00541399,12.04104579,10.76685852,0.7665190543,10.20179777,3.484223503,0.04771418124,-0.5914658561,3.166143887,1.871312548,2.17197508,4.627086695,6.948066643,7.270316561,7.4674231,5.960194247,10.76857468,2.0389812,0.011020172,10.33570744,10.55012645,9.925440245,10.10080972,10.46754625,10.64291572,9.678546876,9.928812393
0,408489,0.06,12.27227282,0.6337240177,0.9323524685,2.018122973,10.74627955,0.9398457946,12.55928377,12.57714218,10.73844928,0.5793509302,10.09142559,4.517040255,0,2.475105971,3.187407446,1.647688101,2.057544333,5.103976558,7.370278561,7.764951492,7.955878883,5.530758571,10.90273942,1.4914442,0.025454253,10.53620348,10.62168914,9.946855469,10.03364018,10.60170943,10.68849414,9.809141511,9.915439122
1,408489,0.06,6.869517081,0.4945828752,0.5980362491,2.1708879,10.74627955,0.9398457946,12.55928377,12.57714218,10.73844928,0.5793509302,10.09142559,4.517040255,0,2.475105971,3.187407446,1.647688101,2.057544333,5.103976558,7.370278561,7.764951492,7.955878883,5.809878946,10.77951944,1.4914442,0.025454253,10.48770432,10.58393903,9.8236355,9.93539596,10.47848946,10.59024992,9.809141511,9.915439122
2,408489,0.06,9.974046719,0.530688269,0.6774298736,2.097125755,10.74627955,0.9398457946,12.55928377,12.57714218,10.73844928,0.5793509302,10.09142559,4.517040255,0,2.475105971,3.187407446,1.647688101,2.057544333,5.103976558,7.370278561,7.764951492,7.955878883,5.772757897,10.89420874,1.4914442,0.025454253,10.50159834,10.59371955,9.93832479,10.03343518,10.59317875,10.68828914,9.809141511,9.915439122
0,441286,0.07,3.765761606,0.6855298032,0.7679428468,1.983249758,10.75845744,0.9561407225,12.27699485,12.31045312,10.7682482,0.7233639526,10.21580115,3.488641092,0.04769199714,-0.6580818851,3.014363136,1.790886279,2.106613351,4.525521254,7.037425787,7.369944743,7.56255725,5.679337861,10.79178366,1.8943869,0.013445526,10.47942962,10.62114579,9.948097545,10.09140892,10.49075384,10.63406521,9.83461153,10.00698802
1,441286,0.07,4.427798519,0.5722258007,0.7252388015,2.111215416,10.75845744,0.9561407225,12.27699485,12.31045312,10.7682482,0.7233639526,10.21580115,3.488641092,0.04769199714,-0.6580818851,3.014363136,1.790886279,2.106613351,4.525521254,7.037425787,7.369944743,7.56255725,5.885345132,10.80514241,1.8943869,0.013445526,10.40759055,10.5736123,9.961456215,10.09569518,10.50411251,10.63835147,9.83461153,10.00698802
2,441286,0.07,3.221576771,0.4448678477,0.7828305984,2.10811178,10.75845744,0.9561407225,12.27699485,12.31045312,10.7682482,0.7233639526,10.21580115,3.488641092,0.04769199714,-0.6580818851,3.014363136,1.790886279,2.106613351,4.525521254,7.037425787,7.369944743,7.56255725,6.187372273,10.78596842,1.8943869,0.013445526,10.31994875,10.5119564,9.94228247,10.09472284,10.48493876,10.63737913,9.83461153,10.00698802
0,444083,0.05,10.59383702,0.7366394795,0.6284625589,2.06661556,10.75532131,1.20894439,12.22185768,12.27706939,10.85156836,0.810841308,10.19511806,3.632480181,0.09076991677,-1.884885099,3.088228269,1.86673057,2.122303095,4.039916297,6.773847333,7.228664673,7.38530598,5.553436937,11.00505286,2.633031,0.013890222,10.47186981,10.61251701,10.14381961,10.23644233,10.70402287,10.79664558,9.857825519,10.02251208
1,444083,0.05,8.689596343,0.6597115236,0.5063450888,2.081104251,10.75532131,1.20894439,12.22185768,12.27706939,10.85156836,0.810841308,10.19511806,3.632480181,0.09076991677,-1.884885099,3.088228269,1.86673057,2.122303095,4.039916297,6.773847333,7.228664673,7.38530598,5.739832757,10.99519235,2.633031,0.013890222,10.41475549,10.58456557,10.1339591,10.23496931,10.69416236,10.79517256,9.857825519,10.02251208
2,444083,0.05,9.404440564,0.7237978822,0.7123848999,2.081347797,10.75532131,1.20894439,12.22185768,12.27706939,10.85156836,0.810841308,10.19511806,3.632480181,0.09076991677,-1.884885099,3.088228269,1.86673057,2.122303095,4.039916297,6.773847333,7.228664673,7.38530598,5.57200824,10.97244227,2.633031,0.013890222,10.46259495,10.60807228,10.11120903,10.20879984,10.67141228,10.76900309,9.857825519,10.02251208
0,315447,0.02,2.78779775,0.9256114145,0.8223008441,2.302030947,11.21129053,1.885934419,13.04705605,13.08383787,11.45014971,1.135566991,10.54071032,4.683604399,0,0.8212744793,3.036167192,1.656214407,1.842631026,4.171326345,6.189289969,6.901051927,6.998129351,5.574422651,11.23249937,11.73893,0.06944071,10.9296651,11.07833893,10.26088978,10.42211115,10.93146999,11.09269136,10.28243288,10.4388346
1,315447,0.02,4.993268564,0.9912481366,0.5869015014,2.20547099,11.21129053,1.885934419,13.04705605,13.08383787,11.45014971,1.135566991,10.54071032,4.683604399,0,0.8212744793,3.036167192,1.656214407,1.842631026,4.171326345,6.189289969,6.901051927,6.998129351,5.40566165,11.31674867,11.73893,0.06944071,10.96408267,11.10685205,10.34513852,10.4729154,11.01571873,11.14349561,10.28243288,10.4388346
2,315447,0.02,5.385438727,1.021192125,0.5872080341,2.177473794,11.21129053,1.885934419,13.04705605,13.08383787,11.45014971,1.135566991,10.54071032,4.683604399,0,0.8212744793,3.036167192,1.656214407,1.842631026,4.171326345,6.189289969,6.901051927,6.998129351,5.342404502,11.32935459,11.73893,0.06944071,10.97952467,11.11860537,10.35774443,10.48157581,11.02832464,11.15215602,10.28243288,10.4388346
0,425303,0.01,4.335308576,0.7557259348,0.7733475012,2.197257164,11.02664546,1.216780509,12.43740108,12.48132279,11.15024453,0.9808219399,10.47277585,3.57988935,0.9486371875,-0.4938449628,2.90261064,1.819684858,2.000587137,4.902902245,6.451401085,6.971698749,7.112780762,5.800752512,11.09432597,5.2610064,0.021317018,10.69048893,10.83757439,10.23942647,10.3748244,10.79329608,10.928694,10.13172685,10.29417743
1,425303,0.01,5.025059461,0.8227584249,0.8548856601,2.14541303,11.02664546,1.216780509,12.43740108,12.48132279,11.15024453,0.9808219399,10.47277585,3.57988935,0.9486371875,-0.4938449628,2.90261064,1.819684858,2.000587137,4.902902245,6.451401085,6.971698749,7.112780762,5.631665332,11.09040197,5.2610064,0.021317018,10.72769689,10.86812638,10.23550243,10.36294455,10.78937203,10.91681416,10.13172685,10.29417743
2,425303,0.01,5.098609691,0.844199398,0.8594675884,2.124314374,11.02664546,1.216780509,12.43740108,12.48132279,11.15024453,0.9808219399,10.47277585,3.57988935,0.9486371875,-0.4938449628,2.90261064,1.819684858,2.000587137,4.902902245,6.451401085,6.971698749,7.112780762,5.606623749,11.1113104,5.2610064,0.021317018,10.73877163,10.87758582,10.25641085,10.38308902,10.81028046,10.93695863,10.13172685,10.29417743
0,295849,0.08,6.055858439,0.8941498541,0.8798887846,2.25259962,11.19066342,1.708858066,12.97824523,13.00987607,11.41546127,1.038885076,10.50243008,4.877904976,0.4024030566,-0.03830617963,3.111048652,1.761331501,1.955316234,4.898411712,6.54550523,7.193918115,7.306471051,5.560051128,11.33542307,10.5629635,0.076547585,10.95713697,11.09893481,10.34615976,10.4640524,11.0343931,11.15228573,10.2496711,10.39877354
1,295849,0.08,6.223562247,0.8704945179,0.7923934155,2.276893699,11.19066342,1.708858066,12.97824523,13.00987607,11.41546127,1.038885076,10.50243008,4.877904976,0.4024030566,-0.03830617963,3.111048652,1.761331501,1.955316234,4.898411712,6.54550523,7.193918115,7.306471051,5.608350645,11.34220855,10.5629635,0.076547585,10.94467121,11.08894634,10.35294524,10.4694873,11.04117858,11.15772064,10.2496711,10.39877354
2,295849,0.08,6.745971154,0.8773665669,0.8303183925,2.243815113,11.19066342,1.708858066,12.97824523,13.00987607,11.41546127,1.038885076,10.50243008,4.877904976,0.4024030566,-0.03830617963,3.111048652,1.761331501,1.955316234,4.898411712,6.54550523,7.193918115,7.306471051,5.609546085,11.37427333,10.5629635,0.076547585,10.94839645,11.09189303,10.38501001,10.4976374,11.07324335,11.18587073,10.2496711,10.39877354
0,452953,0.01,5.24416696,0.5746695906,0.9059274961,2.06491283,10.73292516,0.676350266,12.38568553,12.40396589,10.78366159,0.7000612799,10.07719334,4.526180068,0,2.172099005,2.785281032,1.667011797,1.909420031,4.823529646,6.954262973,7.475194068,7.610734454,5.713531716,10.78696799,2.1759918,0.015684346,10.40060411,10.52697307,9.830206211,9.955414185,10.48593804,10.61114601,9.656133821,9.832918984
1,452953,0.01,4.619599996,0.6353304,0.8842138377,2.000595077,10.73292516,0.676350266,12.38568553,12.40396589,10.78366159,0.7000612799,10.07719334,4.526180068,0,2.172099005,2.785281032,1.667011797,1.909420031,4.823529646,6.954262973,7.475194068,7.610734454,5.591655216,10.75966041,2.1759918,0.015684346,10.42747952,10.5508422,9.802898663,9.93483107,10.45863049,10.5905629,9.656133821,9.832918984
0,408189,0.05,7.392205193,0.5309289299,0.6402169761,2.048100857,10.70048832,0.8146303993,12.43270044,12.45164,10.70123862,0.6502733522,10.07659985,4.206185994,0,1.879694162,3.116704606,1.810331246,2.173961056,4.904359146,7.161325307,7.485287769,7.684221353,5.80911664,10.83609556,1.5167229,0.017693477,10.39032849,10.53085256,9.911177102,10.01948862,10.53506557,10.64337709,9.705230084,9.870817394
1,408189,0.05,7.645669993,0.5274323819,0.7250350809,2.075714103,10.70048832,0.8146303993,12.43270044,12.45164,10.70123862,0.6502733522,10.07659985,4.206185994,0,1.879694162,3.116704606,1.810331246,2.173961056,4.904359146,7.161325307,7.485287769,7.684221353,5.825744518,10.85291516,1.5167229,0.017693477,10.38846253,10.5294291,9.927996703,10.03475159,10.55188518,10.65864007,9.705230084,9.870817394
2,408189,0.05,7.53917878,0.5404498626,0.6703779238,2.079154545,10.70048832,0.8146303993,12.43270044,12.45164,10.70123862,0.6502733522,10.07659985,4.206185994,0,1.879694162,3.116704606,1.810331246,2.173961056,4.904359146,7.161325307,7.485287769,7.684221353,5.786619101,10.83683495,1.5167229,0.017693477,10.39535619,10.53512074,9.911916496,10.0193168,10.53580497,10.64320527,9.705230084,9.870817394
0,365669,0.03,3.526906463,0.9796003947,0.4979949941,2.192563208,11.15376043,1.411260079,12.74844498,12.78307927,11.42402178,1.162701796,10.58143967,3.735259274,0.0706537962,0.9152032293,2.911518913,1.784827518,1.95824561,4.804115164,6.116660148,6.755668697,6.865910253,5.529160214,11.24572984,10.862769,0.04872031,10.9271102,11.07198459,10.37237933,10.51947824,10.94470008,11.09179899,10.33639559,10.49591297
1,365669,0.03,6.300568291,1.00262998,0.7416088591,2.156129972,11.15376043,1.411260079,12.74844498,12.78307927,11.42402178,1.162701796,10.58143967,3.735259274,0.0706537962,0.9152032293,2.911518913,1.784827518,1.95824561,4.804115164,6.116660148,6.755668697,6.865910253,5.452979876,11.33780688,10.862769,0.04872031,10.93920666,11.08173909,10.46445615,10.58039416,11.0367769,11.15271491,10.33639559,10.49591297
2,365669,0.03,2.921866995,0.8992357456,0.5357172848,2.288260718,11.15376043,1.411260079,12.74844498,12.78307927,11.42402178,1.162701796,10.58143967,3.735259274,0.0706537962,0.9152032293,2.911518913,1.784827518,1.95824561,4.804115164,6.116660148,6.755668697,6.865910253,5.681486243,11.19824955,10.862769,0.04872031,10.8849445,11.03761518,10.3248993,10.48323585,10.89722006,11.0555566,10.33639559,10.49591297
0,435321,0.1,3.983794678,0.4695591503,0.6803233759,2.119284712,10.76044698,1.192484646,12.21903642,12.2725815,10.78052006,0.763042157,10.27910104,3.029325478,0.3331139684,0.2025844549,3.075012997,1.910204651,2.199038691,5.232382403,6.990937141,7.310553262,7.507914906,6.178879893,10.80985374,1.9929739,0.01474347,10.30065388,10.51490902,10.02747794,10.16758936,10.50882388,10.64893529,9.887396067,10.06943681
1,435321,0.1,4.658916113,0.523757579,0.621178325,2.030417104,10.76044698,1.192484646,12.21903642,12.2725815,10.78052006,0.763042157,10.27910104,3.029325478,0.3331139684,0.2025844549,3.075012997,1.910204651,2.199038691,5.232382403,6.990937141,7.310553262,7.507914906,6.098159274,10.87041767,1.9929739,0.01474347,10.34918174,10.54311593,10.08804181,10.21951672,10.56938774,10.70086265,9.887396067,10.06943681
2,435321,0.1,4.656860245,0.58934662,0.8939573763,2.019300851,10.76044698,1.192484646,12.21903642,12.2725815,10.78052006,0.763042157,10.27910104,3.029325478,0.3331139684,0.2025844549,3.075012997,1.910204651,2.199038691,5.232382403,6.990937141,7.310553262,7.507914906,5.956488702,10.85983221,1.9929739,0.01474347,10.39856447,10.57489672,10.07745635,10.20895506,10.55880229,10.690301,9.887396067,10.06943681
0,440617,0.05,5.908181023,0.517620914,0.6881494425,2.094814206,10.69419172,0.5248878116,12.35231787,12.36888587,10.75253562,0.7454476494,10.07850686,4.127478893,0,1.322669309,3.081017943,1.733289361,2.033654621,4.64393774,6.875128511,7.319224893,7.480372397,5.856664261,10.80119415,1.9919627,0.01824246,10.29770282,10.47535823,9.884479324,10.00360302,10.50016419,10.61928788,9.69905842,9.87019542
1,440617,0.05,5.088251747,0.5314869951,0.891444797,2.088198971,10.69419172,0.5248878116,12.35231787,12.36888587,10.75253562,0.7454476494,10.07850686,4.127478893,0,1.322669309,3.081017943,1.733289361,2.033654621,4.64393774,6.875128511,7.319224893,7.480372397,5.826362607,10.76701025,1.9919627,0.01824246,10.30706055,10.48156231,9.850295447,9.977080328,10.46598031,10.59276519,9.69905842,9.87019542
2,440617,0.05,6.262544587,0.6292278717,0.771413686,1.971779746,10.69419172,0.5248878116,12.35231787,12.36888587,10.75253562,0.7454476494,10.07850686,4.127478893,0,1.322669309,3.081017943,1.733289361,2.033654621,4.64393774,6.875128511,7.319224893,7.480372397,5.640488528,10.82059021,1.9919627,0.01824246,10.3736818,10.52545845,9.903875379,10.02011042,10.51956024,10.63579528,9.69905842,9.87019542
0,348017,0.07,3.874724491,0.8132445089,0.4458699315,2.119378961,10.95765964,1.582294591,12.7850348,12.81864024,11.01601711,0.834679494,10.30158545,4.529749513,0.1450703442,0.6023868351,2.959344951,1.717115322,1.991273849,5.145537771,6.853546643,7.3171862,7.473555736,5.472667344,10.95992713,3.3367903,0.031820856,10.73435341,10.8538949,10.00282311,10.14450658,10.6588973,10.80058077,10.01737798,10.1609261
1,348017,0.07,2.810179512,0.7606376568,0.4795243157,2.158855036,10.95765964,1.582294591,12.7850348,12.81864024,11.01601711,0.834679494,10.30158545,4.529749513,0.1450703442,0.6023868351,2.959344951,1.717115322,1.991273849,5.145537771,6.853546643,7.3171862,7.473555736,5.607069739,10.92234214,3.3367903,0.031820856,10.71303178,10.83256868,9.965238545,10.12596662,10.62131273,10.7820408,10.01737798,10.1609261
